,number,value,datetime_start,datetime_complete,duration,params_beta,params_f_cross_layer,params_hi5_cin_fn_k,params_hi5_dur_cin_par1,params_hi5_rel_beta,params_hpv16_cin_fn_k,params_hpv16_dur_cin_par1,params_hpv18_cin_fn_k,params_hpv18_dur_cin_par1,params_m_cross_layer,params_ohr_cin_fn_k,params_ohr_dur_cin_par1,params_ohr_rel_beta,state
819,819,20.314235272403547,2026-03-02 17:43:51.567056,2026-03-02 17:58:03.497398,0 days 00:14:11.930342,0.4673624129896765,0.6238720263947454,0.0016738293930622019,1.1317729000567525,0.5000412129138603,0.5259650224423168,1.3532474647184634,0.07043994571199438,2.620988200620854,0.772444338176594,0.041981127378431946,1.9052738573849775,0.8276638399995596,COMPLETE
545,545,20.361797092104155,2026-03-02 07:05:33.072096,2026-03-02 07:17:32.973150,0 days 00:11:59.901054,0.27726290500084094,0.6166768096949946,0.056923618124659375,2.235167377951629,0.6833796410775632,0.3376033311875097,1.007446228478349,0.0008266167776539867,3.709874057822035,0.9535196382597979,0.21349513085755412,2.2137749463612195,0.993553617240928,COMPLETE
1008,1008,20.364910937298895,2026-03-03 02:00:23.232278,2026-03-03 02:12:35.268068,0 days 00:12:12.035790,0.49061294095319774,0.6441631380453727,0.0005522738883280351,1.0065969462249145,0.17009422882815114,0.4933798168070884,1.0051420962999011,0.058078152688271455,2.6185372902992934,0.8553896663686783,0.03675715976666377,1.167838527687746,0.9771810979555745,COMPLETE
1755,1755,20.36537400075027,2026-03-04 08:25:09.632879,2026-03-04 08:37:35.888415,0 days 00:12:26.255536,0.4808805249261356,0.6751274148476643,0.0012563551065212716,1.2021130515727734,0.4198318160245048,0.4952252001100939,1.651783268014876,0.06681789759427335,1.6236458907822673,0.9170480714583431,0.05482276502724398,1.3906586100431926,0.826016611421238,COMPLETE
614,614,20.386743190030472,2026-03-02 09:44:32.799473,2026-03-02 09:56:44.561289,0 days 00:12:11.761816,0.49673947625186066,0.6597033688977338,0.0010568537271430367,1.7639927020308244,0.4178314130487873,0.4356768194040341,1.028198656779863,0.04917309009601377,2.951650937533069,0.8305770864013073,0.18345639980839956,1.7503783527546182,0.8629852924168627,COMPLETE
925,925,20.404536122547384,2026-03-02 22:39:46.694740,2026-03-02 22:49:14.789885,0 days 00:09:28.095145,0.4767440900557042,0.7203312860969903,0.0005120063245746538,0.5909639670926626,0.37870681446960236,0.5244747900627225,1.3954021345043164,0.0875347102702792,2.093440449124519,0.8453061089307838,0.1540739648235717,1.5656936378197261,0.9644700405586942,COMPLETE
1754,1754,20.426456688743077,2026-03-04 08:23:07.231247,2026-03-04 08:35:26.903309,0 days 00:12:19.672062,0.2673386037023545,0.6802820314591114,0.0006154648485082305,1.3037982292440606,0.4149029219749371,0.5006144517739748,1.6558809249606399,0.06870906427226059,1.3520577465619414,0.9235445081419372,0.05715432733434831,1.3049495604372043,0.8257052031804109,COMPLETE
664,664,20.43073843656812,2026-03-02 11:46:17.752250,2026-03-02 11:57:40.049039,0 days 00:11:22.296789,0.4886535300568787,0.6822954940240488,0.0005025636684053346,1.178632467580069,0.40346828789852146,0.49656773619782313,1.214849804574944,0.05167501004269713,2.679684980035547,0.7937367656729781,0.15135725914664877,1.8301963683856315,0.8573061212101759,COMPLETE
1702,1702,20.447179012005797,2026-03-04 06:14:48.487145,2026-03-04 06:27:03.040995,0 days 00:12:14.553850,0.4762184357890325,0.6662738279487843,0.08592038880880824,0.9089406412408829,0.26394929013187624,0.4246128273405519,1.1891154147788838,0.01771756576111438,3.124392842421178,0.9357722048004605,0.0013146851998774925,1.4024975053479107,0.8747707411577021,COMPLETE
703,703,20.473357674703657,2026-03-02 13:17:20.772322,2026-03-02 13:28:49.753785,0 days 00:11:28.981463,0.19139446094216822,0.6826219911461356,0.0015956256376343948,1.7290819013873673,0.4170381206989108,0.41467808476628043,1.0023298508268343,0.018915128531427013,2.7466385427779416,0.755730008344047,0.12555886117814444,1.620778928508069,0.9054360194513836,COMPLETE
1420,1420,20.532014017016913,2026-03-03 18:51:14.465874,2026-03-03 19:03:31.427885,0 days 00:12:16.962011,0.2578617907758846,0.7520969185657571,0.026257098834212816,1.7719473371522876,0.4399424983685367,0.537499527272966,1.5627886475325095,0.057501789764224605,2.3138548324757746,0.8099154582598233,0.0014864624703785217,1.531845756799521,0.29395277326329805,COMPLETE
1164,1164,20.61364244425107,2026-03-03 08:25:35.623123,2026-03-03 08:36:02.347893,0 days 00:10:26.724770,0.252360321219443,0.5568151836135105,0.0012573669360387819,0.5463099410654443,0.24740912393914022,0.5681111954212817,1.3997683182492662,0.1225784919833666,1.9932467193947963,0.9227102900838876,0.08227652186027543,1.2173806409491028,0.9257432720892189,COMPLETE
1062,1062,20.651057965522835,2026-03-03 04:12:43.366537,2026-03-03 04:25:01.101230,0 days 00:12:17.734693,0.36086830772915257,0.6182796850466918,0.09699198352055226,1.1927730108205916,0.5049624743290807,0.38773742628376073,1.1992112921503566,0.0002385458911140433,3.136665748410114,0.7345889786026805,0.036724962019991134,1.0072851983092186,0.9409786355191522,COMPLETE
