year,t,infections,cins,cancers,cancer_deaths,reinfections,reactivations,n_susceptible,n_infectious,n_inactive,n_normal,n_cin,n_cancerous,n_infected,n_abnormal,n_latent,n_precin,n_screened,n_cin_treated,n_cancer_treated,n_vaccinated,n_tx_vaccinated,hpv_incidence,cin_incidence,cancer_incidence,births,other_deaths,migration,asr_cancer_incidence,asr_cancer_mortality,new_vaccinated,cum_vaccinated,new_doses,cum_doses,new_txvx_doses,new_tx_vaccinated,cum_txvx_doses,cum_tx_vaccinated,new_screens,new_screened,new_cin_treatments,new_cin_treated,new_cancer_treatments,new_cancer_treated,cum_screens,cum_screened,cum_cin_treatments,cum_cin_treated,cum_cancer_treatments,cum_cancer_treated,cancer_mortality,n_alive,cdr,cbr,hpv_prevalence,precin_prevalence,cin_prevalence,Seed
1980,0,33520278.5,143525.8486,84.37734604,0,9236647.336,0,196532272,21218596,84.37734985,56090712,102096.5781,84.37734985,21218680,102180.9609,0,10977914,0,0,0,0,0,0.042639662,0.005017003,0.293896346,739989.3376,716335.5,-27282.00903,0.34018203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56090712,0.012771018,0.013192725,0.378290723,0.095593174,0.003556135,0
1981,1,57767881,488235.4141,759.3961029,0,29579547,0,173509920,27111538,843.7735596,55993052,343050.1563,843.7735596,27112380,343893.9375,0,13882688,0,0,0,0,0,0.083234263,0.017285329,2.656358667,718051.2272,713944.875,55970.30718,2.313357718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55993052,0.012750598,0.012823934,0.484194682,0.121400117,0.0119995,0
1982,2,71352520,809038.0938,1659.421234,0,47505061,0,156572288,29831836,2503.19458,55826488,629961.25,2503.19458,29834338,632464.4375,0,15240996,0,0,0,0,0,0.113929037,0.029095853,5.836165402,710176.0081,714422.9375,-281.257825,5.173864644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55826488,0.012797204,0.01272113,0.534367055,0.133994223,0.022153714,0
1983,3,75090238,1034719.359,2109.433777,0,57277900,0,148359840,31246506,4584.501953,55686488,867905.375,4584.501953,31251090,872489.875,0,15818952,0,0,0,0,0,0.12653397,0.037716021,7.454409227,711301.0394,679012.625,-32063.39205,6.342219514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55686488,0.01219349,0.012773315,0.561114682,0.139731621,0.030665451,0
1984,4,74687958,1132231.469,3656.352112,0,60686688,0,146314528,32120768,8184.601563,55666296,1044253.938,8184.601563,32128950,1052438.5,0,16056276,0,0,0,0,0,0.127615417,0.041712904,12.97521841,717207.4538,674231.25,43313.70505,11.28311953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55666296,0.012112019,0.012884052,0.577023627,0.142405046,0.037046456,0
1985,5,71094328,1147419.344,3515.722961,56.25156403,60048151,0,148504976,32380678,11559.69727,55726508,1163169.75,11559.69727,32392238,1174729.5,0,15913624,0,0,0,0,0,0.11968341,0.042460185,12.47815237,734364.1811,702722.625,119253.3178,10.41554743,0.223973886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199568547,55726508,0.012610204,0.013178005,0.581064186,0.141145356,0.041266781,0
1986,6,65762124,1116171.625,4078.238708,225.0062561,56822739,0,153034624,32119390,15300.42383,55822504,1234834.25,15300.42383,32134690,1250134.625,0,15502313,0,0,0,0,0,0.107430139,0.041366076,14.46065404,741676.8845,683119,116159.4817,12.20110106,0.689250604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79739652,55822504,0.012237341,0.013286342,0.575384257,0.137346075,0.043761118,0
1987,7,60366620,1010024.938,5962.666016,590.6414185,53024832,0,158668784,31303714,20475.57031,55906680,1220068.25,20475.57031,31324188,1240543.75,0,14768988,0,0,0,0,0,0.095114203,0.037366456,21.12184771,760802.4166,681347.0625,70033.19843,17.37867046,1.852962877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.090741956,55906680,0.012187221,0.013608435,0.559927973,0.130697501,0.043187758,0
1988,8,54801089,958779.75,5793.911499,928.1507874,48683817,0,164659008,30305136,24947.57031,56013420,1225552.75,24947.57031,30330086,1250500.25,0,13946084,0,0,0,0,0,0.083203904,0.035469504,20.52271092,769802.667,693525.5,82127.2849,16.48617659,2.352278143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.284715831,56013420,0.012381417,0.013743183,0.541033488,0.12338761,0.043372182,0
1989,9,49048973,874739.875,6665.810791,984.402359,43591361,0,171208944,28893700,30263.33984,56129752,1183589.125,30263.33984,28923964,1213852.375,0,13137749,0,0,0,0,0,0.071621511,0.031909025,23.33405038,766990.0888,703594.5,95065.14485,18.88517642,2.796834548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.442309799,56129752,0.012535144,0.013664591,0.514766215,0.114851924,0.041388365,0
1990,10,44356916,761364.8594,6947.068848,1884.427521,39884242,0,176697968,27643930,35100.97656,56275352,1111868.375,35100.97656,27679034,1146969.375,0,12329048,0,0,0,0,0,0.062758101,0.02763756,24.26926919,784428.0739,663515.25,62720.49498,19.35886425,5.154394685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.575099247,56275352,0.011790513,0.013939106,0.491226248,0.107545545,0.038795044,0
1991,11,40485261,711160.3438,7425.206909,2559.44635,36390712,0,181949904,26340808,39516.72656,56478288,1069989,39516.72656,26380322,1109505.75,0,11517141,0,0,0,0,0,0.055626934,0.025672447,25.84318513,780209.2066,677493.8125,132753.6934,20.59949435,7.177348666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.895832673,56478288,0.011995651,0.013814321,0.466388216,0.100074924,0.037189461,0
1992,12,37299540,616967.0938,7368.954468,2137.55957,33451144.5,0,186456768,25017320,44185.60547,56655756,985021.125,44185.60547,25061502,1029206.688,0,10776563,0,0,0,0,0,0.050010976,0.022127199,25.5657134,769802.667,672881.25,107159.2313,20.42648686,5.454405535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.404658269,56655756,0.011876662,0.013587369,0.441567138,0.09332695,0.034121832,0
1993,13,34696245,572415.8906,6806.439209,3403.219788,31014553.5,0,190180064,23928008,47026.3125,56825104,912709.625,47026.3125,23975036,959736,0,10127786,0,0,0,0,0,0.045609729,0.020460009,23.59824607,749552.1036,702666.375,147379.1003,18.55264988,9.59837127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77991741,56825104,0.012365422,0.01319051,0.42108164,0.087640889,0.031592564,0
1994,14,32421853.5,515573.6953,7453.331787,4865.759644,28872633.5,0,193514096,22850062,49107.61719,56956388,844139.0625,49107.61719,22899168,893246.625,0,9505980,0,0,0,0,0,0.041885648,0.01833839,25.78161975,738020.5328,680897,102096.5905,20.25270133,12.32832039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80247662,56956388,0.011954708,0.012957643,0.401185237,0.082065298,0.029149872,0
1995,15,30539873.5,491582.3984,7397.0802,4246.992798,27161827,0,196639152,21865038,51188.92969,57138988,793568.875,51188.92969,21916228,844757.75,0,8998676,0,0,0,0,0,0.038827305,0.017389193,25.49679936,721707.579,681150.1875,163129.5385,18.91402315,10.74717535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.61306318,57138988,0.011920935,0.012630738,0.382664075,0.077406666,0.027305137,0
1996,16,29022656,445709.2422,7734.589355,4950.136719,25632825,0,198995520,21029252,53213.98438,57297788,747414.5,53213.98438,21082468,800628.4375,0,8564329,0,0,0,0,0,0.036461444,0.015698897,26.59276186,721707.579,694284.875,152441.7412,20.83291157,13.36836291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98828451,57297788,0.012117132,0.012595732,0.367016821,0.073479414,0.025650383,0
1997,17,27685612,406811.3125,7537.709595,5231.394653,24416159,0,201237152,20267324,54620.27344,57461472,708994.625,54620.27344,20321946,763614.875,0,8222263,0,0,0,0,0,0.03439426,0.014269225,25.84587347,716926.1959,668015.375,140910.1703,19.38790857,12.81650984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9042727,57461472,0.011625448,0.012476642,0.352711535,0.070351048,0.024265103,0
1998,18,26649458.5,398092.2813,7875.218628,6384.551636,23381523.5,0,203263056,19528376,55267.16406,57636136,679828.25,55267.16406,19583644,735095.375,0,7854687,0,0,0,0,0,0.032777056,0.013905001,26.92014957,706800.9142,694200.5625,183942.6176,19.8611155,16.01243877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.78339418,57636136,0.012044537,0.012263156,0.338821742,0.066998339,0.023194999,0
1999,19,25640249.5,376407.3047,7397.0802,5737.658691,22458520,0,205338736,18908006,55942.1875,57868652,630411.25,55942.1875,18963948,686353.4375,0,7572276,0,0,0,0,0,0.031217015,0.01306894,25.18057256,691612.9917,656202.625,217412.2987,18.88744237,14.57435775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49457293,57868652,0.011339518,0.011951427,0.326740046,0.064319915,0.021419186,0
2000,20,24925433,370922.7734,7847.09314,5878.287354,21635447.5,0,207209936,18360174,56842.21094,58099684,603466.75,56842.21094,18417014,660309,0,7322463,0,0,0,0,0,0.030072681,0.012817036,26.61253964,672768.7174,646049.25,230631.4165,20.29681012,14.57996008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89719816,58099684,0.011119669,0.011579559,0.316011598,0.061963838,0.020426524,0
2001,21,24368317.5,322265.1797,6975.193848,5962.664917,21056900.5,0,208840960,17900936,56757.83594,58338728,568225.125,56757.83594,17957692,624983,0,7127663,0,0,0,0,0,0.029170903,0.011080327,23.5680973,662924.6935,668127.9375,267757.4494,16.60274206,14.30317286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.10835623,58338728,0.011452563,0.011363372,0.306844812,0.060092923,0.019162696,0
2002,22,24114875.5,320212,6581.433105,6075.167847,20798452.5,0,210291408,17516794,56420.32422,58589884,543390.125,56420.32422,17573214,599810.375,0,6950527.5,0,0,0,0,0,0.028668403,0.010959148,22.15548246,664612.2405,656990.125,269726.2542,16.99406086,14.37511704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.41244103,58589884,0.011213371,0.011343464,0.29897301,0.058384079,0.018257798,0
2003,23,23691218.5,312899.2891,6497.055664,6356.425537,20345768,0,211858016,17185444,55829.68359,58869400,506629.6875,55829.68359,17241272,562459.375,0,6794879.5,0,0,0,0,0,0.027956481,0.010648549,21.77661027,688519.1556,651505.625,267194.9338,16.30800562,15.0102726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.26545736,58869400,0.011066966,0.011695705,0.291924905,0.056830769,0.016949325,0
2004,24,23638340.5,324402.7578,7397.0802,6468.928833,20199823.5,0,213241520,16933212,56026.5625,59171440,514195.5,56026.5625,16989236,570222.125,0,6698492.5,0,0,0,0,0,0.027713107,0.01099101,24.67877518,707082.1721,634236.375,257632.1677,17.68862247,15.34873066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.54193045,59171440,0.010718623,0.011949721,0.286172045,0.055765979,0.017123026,0
2005,25,23574890,316471.2656,5990.791626,6609.557495,20071850.5,0,215068000,16810780,54226.51563,59596792,501257.6875,54226.51563,16865004,555484.1875,0,6645784,0,0,0,0,0,0.027403995,0.010641133,19.84533592,713551.102,615954.625,352697.3126,14.99619528,14.7700596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.85582422,59596792,0.010335365,0.011972978,0.28207525,0.054939036,0.016575088,0
2006,26,23653669.5,317877.5703,7031.445313,6609.558228,19962441.5,0,216869456,16741562,53298.36328,60064416,491019.9063,53298.36328,16794862,544318.25,0,6651888,0,0,0,0,0,0.027267175,0.010602391,23.11499597,737458.0172,630720.625,384479.4468,17.68988087,14.59866717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.69009143,60064416,0.010500737,0.012277786,0.278726792,0.054572505,0.016113432,0
2007,27,23895044,306796.0078,5793.911133,5568.903809,20032587.5,0,218599760,16715940,52538.96875,60549348,478363.2813,52538.96875,16768479,530902.25,0,6667188,0,0,0,0,0,0.02732739,0.010149828,18.90189257,761083.6745,611735.75,358041.2112,15.12008274,12.18271328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.13674833,60549348,0.010103094,0.012569643,0.276071346,0.054284072,0.015579286,0
2008,28,24280566,310311.7266,6328.300781,6187.671143,20345036.5,0,220368032,16741955,51695.19141,61063624,470038.0625,51695.19141,16793652,521733.2188,0,6674163.5,0,0,0,0,0,0.027545472,0.010181246,20.48186084,781334.2379,609513.75,366197.6882,15.03842781,13.56563202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99325448,61063624,0.009981618,0.012795412,0.274172312,0.053912953,0.015187605,0
2009,29,24575267,317427.5391,6187.672119,6018.916382,20613300,0,222035888,16792216,50823.29297,61554028,473413.1563,50823.29297,16843040,524236.4375,0,6713877,0,0,0,0,0,0.027670377,0.010337105,19.87676644,780490.4644,580375.5,318383.8579,16.34771816,12.69159895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.30315502,61554028,0.009428717,0.012679763,0.272804503,0.053829876,0.015182745,0
2010,30,24776872,324599.6016,5540.779297,5822.035889,20696609.5,0,223697552,16804226,49557.63281,62037568,477069.5,49557.63281,16853784,526627.125,0,6743578,0,0,0,0,0,0.027690147,0.010494135,17.66884426,793990.84,623998.625,343415.8043,14.42953885,12.69667446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53644225,62037568,0.010058399,0.012798549,0.270871772,0.053676217,0.015189139,0
2011,31,25066540,330702.9141,5006.389648,6581.431763,21037606,0,225451760,16840144,47307.57031,62566252,484607.1875,47307.57031,16887452,531914.75,0,6727040,0,0,0,0,0,0.027795902,0.010610992,15.8413166,796240.9026,611285.75,372104.1025,12.07333958,14.2914295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.79396902,62566252,0.009770215,0.012726364,0.269156989,0.053135042,0.015311116,0
2012,32,25300069,314389.9609,5034.515381,6215.796875,21187178.5,0,227250976,16953518,45366.89063,63062440,461909.7188,45366.89063,16998886,507276.5938,0,6774235,0,0,0,0,0,0.02783274,0.010004788,15.81167529,799897.2543,619301.5625,343415.8043,12.34297792,13.02868027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49389753,63062440,0.00982045,0.01268421,0.268837013,0.053113159,0.01448635,0
2013,33,25510871,328818.4844,6131.420776,5287.64624,21498108.5,0,228760768,17003750,45648.14453,63492088,472822.5313,45648.14453,17049400,518470.625,0,6789563.5,0,0,0,0,0,0.027879421,0.010399367,19.13303082,769521.4092,609598.1875,293070.6537,15.06658511,11.69746086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47657173,63492088,0.009601168,0.012119958,0.267808959,0.052891554,0.014733388,0
2014,34,25395780.5,337874.9922,6187.672241,5709.532593,21376774.5,0,230514688,17042592,45563.76953,63936984,479150.8125,45563.76953,17088156,524714.5625,0,6790014,0,0,0,0,0,0.027542475,0.010617292,19.18261189,763052.4792,628498.75,338071.9057,15.48312425,12.18496684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6753479,63936984,0.009829972,0.011934446,0.266552955,0.05255065,0.014833364,0
2015,35,25401210.5,328593.4766,5456.401733,5568.903931,21357228,0,232524560,17055136,44860.625,64451160,485197.8438,44860.625,17099996,530058.5,0,6782504,0,0,0,0,0,0.027310245,0.010249935,16.78973361,761646.1901,638849,417949.128,13.42152393,12.1677357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.11228913,64451160,0.009912141,0.011817416,0.264621087,0.052103686,0.0149093,0
2016,36,25603826,328621.6016,5175.144043,4837.634033,21561927,0,234475360,17135688,44466.85938,64984976,479488.3125,44466.85938,17180156,523955.1875,0,6812401.5,0,0,0,0,0,0.027299058,0.010171896,15.80590516,758833.6119,641408.5,439605.9805,12.74603113,10.89477835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75504448,64984976,0.009870104,0.011677062,0.263686917,0.051945479,0.014624652,0
2017,37,25696896,337115.5938,5625.156738,5653.281494,21650832.5,0,236364288,17155376,43819.96875,65484684,483397.8125,43819.96875,17199196,527217.75,0,6786920,0,0,0,0,0,0.027179334,0.010363464,17.06205158,741395.6267,639355.25,427230.6362,13.86055781,12.38544444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12459784,65484684,0.009763432,0.011321665,0.261975396,0.051396377,0.014642811,0
2018,38,25593702.5,321983.9375,4753.257324,4837.633667,21591910,0,238070960,17122806,43229.32813,65909704,471613.0938,43229.32813,17166036,514842.4375,0,6778876,0,0,0,0,0,0.026876128,0.009832408,14.32757234,718613.7429,653502.5,386166.9937,11.80824584,10.76080324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56292874,65909704,0.009915118,0.010903004,0.259791881,0.051016827,0.014197164,0
2019,39,25454592.5,313264.9219,5062.640991,5287.645874,21550171,0,239660064,17130430,42413.67969,66292548,465762.9375,42413.67969,17172842,508176.625,0,6774516,0,0,0,0,0,0.02655281,0.009511665,15.17661837,701175.7577,644783.5625,349603.4765,13.02531149,11.22952275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83100206,66292548,0.009726335,0.010576992,0.258406571,0.050706581,0.013944758,0
2020,40,25564029.5,328312.2344,5343.898804,5062.640076,21667623.5,0,241104608,17112428,42132.42188,66637088,468125.5,42132.42188,17154562,510257.9375,0,6750553,0,0,0,0,0,0.026507197,0.009921052,15.94314393,674737.5222,768621.375,467450.5052,12.65533147,10.67191719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.08506662,66637088,0.011534438,0.010125555,0.256800357,0.050286284,0.01394866,0
2021,41,25444579.5,320718.2656,5484.527344,5484.526733,21498588.5,0,241886224,17076034,41316.77344,66803516,460503.4063,41316.77344,17117350,501820.1875,0,6749906,0,0,0,0,0,0.026298087,0.009667679,16.32617425,681206.4522,715435.5,223881.2287,13.38744746,11.70914103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.30611746,66803516,0.010709549,0.010197165,0.255615797,0.050170582,0.013691286,0
2022,42,25636171.5,307386.6484,5400.150513,4893.885864,21608448,0,243677824,17114340,41373.02734,67285144,454062.625,41373.02734,17155716,495435.625,0,6755025,0,0,0,0,0,0.026301297,0.009198952,15.96351138,673612.4909,681853.3125,518639.4293,13.61749572,10.61358539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.44925861,67285144,0.010133787,0.010011311,0.254355404,0.049860737,0.013406255,0
2023,43,25649869,317765.0469,5737.659912,4697.004883,21703765.5,0,245779392,17109756,42076.17188,67810008,450434.4063,42076.17188,17151832,492510.5625,0,6753506.5,0,0,0,0,0,0.026090337,0.00943441,16.83098908,673049.9752,708825.875,582484.9556,14.7306639,10.05411111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76132146,67810008,0.010453116,0.009925526,0.252319038,0.04946619,0.013196862,0
2024,44,25478132.5,333853,5568.904907,4584.502197,21628192.5,0,247725968,17129754,42666.8125,68296376,477997.6563,42666.8125,17172422,520664.4688,0,6750610,0,0,0,0,0,0.025712012,0.009849207,16.22085225,669393.6235,719401.25,561953.1344,13.91525167,9.501450768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33695404,68296376,0.01053352,0.009801305,0.250814977,0.049096157,0.013905616,0
2025,45,25548137,320577.625,5681.408081,4556.376587,21565133,0,249387648,17227772,43229.32813,68727960,464750.4063,43229.32813,17271002,507979.75,0,6805005,0,0,0,0,0,0.025610868,0.009396002,16.44876195,666018.5296,754924,551827.8527,13.98901805,9.935980533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17509124,68727960,0.010984234,0.009690649,0.250666134,0.049192906,0.013438593,0
2026,46,25678389,318636.9375,5878.288818,4528.250366,21721822,0,250800128,17376136,43819.96875,69118800,455300.1563,43819.96875,17419956,499120.125,0,6836365,0,0,0,0,0,0.025596467,0.009285296,16.92676632,664893.4983,739539.25,492482.4516,14.57135239,9.693803805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.02284453,69118800,0.010699538,0.009619575,0.251395221,0.049151941,0.013094027,0
2027,47,25884608,325302.7656,4415.748169,4922.01123,21798099,0,252197696,17448280,42751.19141,69489416,456087.6875,42751.19141,17491030,498838.8438,0,6876359.5,0,0,0,0,0,0.025659045,0.009430239,12.64929531,663768.467,725279.5,458450.2548,10.97551636,10.32169796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.08228416,69489416,0.010437266,0.00955208,0.251092627,0.049184593,0.013049049,0
2028,48,26107503.5,307780.4063,5456.401794,5287.64624,21923793,0,253380656,17544188,42441.80859,69847704,443121.6875,42441.80859,17586630,485563.5,0,6909154.5,0,0,0,0,0,0.025759172,0.008874597,15.55339637,664049.7248,754389.75,477294.529,14.10812389,11.30856799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05414857,69847704,0.010800495,0.009507109,0.251177734,0.049176625,0.012615859,0
2029,49,26517239.5,330168.5156,5822.037109,5231.394653,22226201.5,0,254393760,17710130,42723.06641,70192536,462500.375,42723.06641,17752852,505223.375,0,6994544.5,0,0,0,0,0,0.026059247,0.009480077,16.51763709,664893.4983,744180.0625,450012.52,14.48629947,11.46701395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82396391,70192536,0.010601983,0.009472425,0.252307881,0.049550303,0.013105662,0
2030,50,26598580,323108.9531,4697.006042,5034.514648,22310945.5,0,255429056,17860376,42076.17188,70514528,456875.1875,42076.17188,17902456,498951.3125,0,7033133,0,0,0,0,0,0.026033236,0.009234354,13.26662482,666299.7874,753686.5625,435949.6288,11.43128568,10.79895592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.20303355,70514528,0.010688387,0.009449114,0.253286472,0.049603503,0.012889055,0
2031,51,26791748,346031.4688,4218.867493,5118.891357,22466789.5,0,256488000,17994114,40557.375,70832680,473413.1563,40557.375,18034674,513970.5,0,7057602,0,0,0,0,0,0.026114037,0.009850887,11.86415167,668268.5922,755767.875,426949.3784,10.13223075,10.68312249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37876775,70832680,0.010669763,0.009434467,0.254036894,0.049561327,0.013297992,0
2032,52,27059561,334134.2578,5062.641113,5118.891724,22615041,0,257462832,18088758,39994.86328,71123360,474819.4375,39994.86328,18128754,514814.2813,0,7123332,0,0,0,0,0,0.026275211,0.009475286,14.181628,670799.9126,792556.375,438199.6914,12.47178679,11.00369102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.32315204,71123360,0.011143405,0.009431499,0.254329351,0.049829422,0.013285905,0
2033,53,27300373.5,333909.25,5175.144165,4697.005005,22864376,0,258298176,18232144,40107.36719,71397064,477491.375,40107.36719,18272252,517598.75,0,7187066,0,0,0,0,0,0.026423312,0.009436038,14.44603489,674175.0065,777284.0625,403886.2367,12.87385448,9.858631504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09668192,71397064,0.010886779,0.009442615,0.255362657,0.050099328,0.013313915,0
2034,54,27529008.5,323362.1016,5343.898926,4584.502319,23093545,0,259150944,18289746,40613.62891,71664992,467056.75,40613.62891,18330358,507670.375,0,7227426,0,0,0,0,0,0.026556925,0.009103853,14.86658647,678956.3896,807828.6875,421605.4797,12.65347537,9.684269317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.73957112,71664992,0.011272292,0.009474031,0.255211722,0.050209544,0.012978732,0
2035,55,27590323,347100.2422,5175.144165,5456.401001,23138291.5,0,260061376,18370016,40022.98828,71923280,485732.25,40022.98828,18410040,525755.25,0,7216259.5,0,0,0,0,0,0.026522896,0.009744399,14.3490154,684862.8039,809994.375,405292.5258,12.36207724,11.88147281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11208041,71923280,0.011261922,0.00952213,0.255411266,0.049965487,0.013452869,0
2036,56,27665136.5,359981.8438,5625.15686,4668.879089,23276024,0,260956064,18430992,40613.62891,72173856,512508,40613.62891,18471608,553121.625,0,7248126.5,0,0,0,0,0,0.026503634,0.010081937,15.54876375,690769.2182,790897,378854.2903,13.67854113,10.18840986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89099915,72173856,0.01095822,0.009570906,0.255369368,0.050031062,0.014150592,0
2037,57,27684712.5,356213.0078,4725.131531,4246.992798,23494000,0,261995312,18394710,40838.63281,72401880,496757.5625,40838.63281,18435550,537596.1875,0,7217441,0,0,0,0,0,0.026417183,0.00994397,13.02481044,696956.8904,809994.375,368447.7508,11.45457239,9.52782081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69365877,72401880,0.011187477,0.009626226,0.254063983,0.049681208,0.01367771,0
2038,58,27111003,343303.2578,6215.798218,4697.004883,23011191.5,0,263106272,18349176,42019.91797,72621920,486604.125,42019.91797,18391196,528624.0625,0,7187374.5,0,0,0,0,0,0.025760506,0.00955572,17.0899599,703707.0782,811653.75,352978.5704,14.92763739,10.49789546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89922719,72621920,0.011176429,0.009690009,0.252667184,0.049346115,0.013363446,0
2039,59,26874493,356353.6094,5034.515137,4809.508301,22841481.5,0,264227648,18321356,41907.41406,72845144,499232.625,41907.41406,18363266,541140,0,7140911,0,0,0,0,0,0.025427404,0.009895978,13.80557232,710457.266,833310.625,370697.8134,12.35138868,10.26774544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17342331,72845144,0.011439481,0.00975298,0.251511014,0.048898056,0.013674169,0
2040,60,26799595,339450.0313,4893.886597,4809.507935,22656019.5,0,265295024,18245420,41738.66406,73059576,489613.625,41738.66406,18287158,531352.25,0,7071018,0,0,0,0,0,0.025254521,0.009400235,13.38638855,716363.6803,839667.0625,362822.5943,12.0018396,10.50193049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1405827,73059576,0.011492909,0.009805199,0.24973345,0.048298754,0.013377269,0
2041,61,26723485.5,336721.8359,5147.018433,4950.136963,22711879,0,266279984,18192458,41710.53906,73264792,487335.4375,41710.53906,18234168,529046,0,7058699,0,0,0,0,0,0.025089649,0.009301451,14.04499969,722832.6103,865570.9375,370697.8134,12.26265804,10.74697824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49239977,73264792,0.011814282,0.00986603,0.248311058,0.048099068,0.013283116,0
